log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward
-6.1545634269714355,64.42070007324219,10.252595901489258,-10.252595901489258,-6.1545634269714355,64.42070007324219,10.252595901489258,-10.252595901489258,0.0,nan,0,0,,,,,,,,,
-6.1545634269714355,55.9329948425293,10.247800827026367,-10.247800827026367,-6.1545634269714355,55.93299865722656,10.247800827026367,-10.247800827026367,,,1,1,98.18077087402344,0.04856085777282715,-44.95166015625,39.32026290893555,98.18077087402344,0.04856085777282715,-44.95166015625,39.32026290893555,
-6.1545634269714355,57.6019287109375,10.243168830871582,-10.243168830871582,-6.1545634269714355,57.6019287109375,10.243168830871582,-10.243168830871582,,,2,2,,,,,,,,,
-6.1545634269714355,54.4071159362793,10.238632202148438,-10.238632202148438,-6.1545634269714355,54.40711975097656,10.238632202148438,-10.238632202148438,,,3,3,,,,,,,,,
-6.1545634269714355,57.220458984375,10.234135627746582,-10.234135627746582,-6.1545634269714355,57.220458984375,10.234135627746582,-10.234135627746582,,,4,4,,,,,,,,,
-6.1545634269714355,55.980682373046875,10.229669570922852,-10.229669570922852,-6.1545634269714355,55.980682373046875,10.229669570922852,-10.229669570922852,0.0,nan,5,5,,,,,,,,,
-6.1545634269714355,137.42446899414062,10.22525691986084,-10.22525691986084,-6.1545634269714355,137.42446899414062,10.22525691986084,-10.22525691986084,,,6,6,,,,,,,,,
-6.1545634269714355,61.22589111328125,10.220916748046875,-10.220916748046875,-6.1545634269714355,61.22589111328125,10.220916748046875,-10.220916748046875,,,7,7,,,,,,,,,
-6.1545634269714355,56.9820442199707,10.21664810180664,-10.21664810180664,-6.1545634269714355,56.98204040527344,10.21664810180664,-10.21664810180664,,,8,8,,,,,,,,,
-6.1545634269714355,86.83204650878906,10.212443351745605,-10.212443351745605,-6.1545634269714355,86.83204650878906,10.212443351745605,-10.212443351745605,,,9,9,,,,,,,,,
-6.1545634269714355,68.23539733886719,10.208292007446289,-10.208292007446289,-6.1545634269714355,68.23539733886719,10.208292007446289,-10.208292007446289,0.0,nan,10,10,,,,,,,,,
-6.1545634269714355,74.72038269042969,10.204174995422363,-10.204174995422363,-6.1545634269714355,74.72038269042969,10.204174995422363,-10.204174995422363,,,11,11,109.9586410522461,0.022416234016418457,-63.99149703979492,58.31117630004883,109.95864868164062,0.022416234016418457,-63.99149703979492,58.31117630004883,
-6.1545634269714355,64.61143493652344,10.200082778930664,-10.200082778930664,-6.1545634269714355,64.61143493652344,10.200082778930664,-10.200082778930664,,,12,12,,,,,,,,,
-6.1545634269714355,59.2708625793457,10.196004867553711,-10.196004867553711,-6.1545634269714355,59.27085876464844,10.196004867553711,-10.196004867553711,,,13,13,,,,,,,,,
-6.1545634269714355,60.6536865234375,10.191938400268555,-10.191938400268555,-6.1545634269714355,60.6536865234375,10.191938400268555,-10.191938400268555,,,14,14,,,,,,,,,
-6.1545634269714355,78.15361022949219,10.187878608703613,-10.187878608703613,-6.1545634269714355,78.15361022949219,10.187878608703613,-10.187878608703613,0.0,nan,15,15,,,,,,,,,
-6.1545634269714355,65.37437438964844,10.183829307556152,-10.183829307556152,-6.1545634269714355,65.37437438964844,10.183829307556152,-10.183829307556152,,,16,16,,,,,,,,,
-6.1545634269714355,67.99697875976562,10.179794311523438,-10.179794311523438,-6.1545634269714355,67.99697875976562,10.179794311523438,-10.179794311523438,,,17,17,,,,,,,,,
-6.1545634269714355,59.795379638671875,10.175776481628418,-10.175776481628418,-6.1545634269714355,59.795379638671875,10.175776481628418,-10.175776481628418,,,18,18,,,,,,,,,
-6.1545634269714355,58.03107833862305,10.171780586242676,-10.171780586242676,-6.1545634269714355,58.03108215332031,10.171780586242676,-10.171780586242676,,,19,19,,,,,,,,,
-6.1545634269714355,58.79401779174805,10.167808532714844,-10.167808532714844,-6.1545634269714355,58.79402160644531,10.167808532714844,-10.167808532714844,0.0,nan,20,20,,,,,,,,,
-6.1545634269714355,59.3662223815918,10.16386604309082,-10.16386604309082,-6.1545634269714355,59.36622619628906,10.16386604309082,-10.16386604309082,,,21,21,101.18484497070312,0.004793882369995117,-87.6129379272461,81.04695129394531,101.18484497070312,0.004793882369995117,-87.6129379272461,81.04695129394531,
-6.1545634269714355,84.82933044433594,10.159952163696289,-10.159952163696289,-6.1545634269714355,84.82933044433594,10.159952163696289,-10.159952163696289,,,22,22,,,,,,,,,
-6.1545634269714355,77.4383544921875,10.156062126159668,-10.156062126159668,-6.1545634269714355,77.4383544921875,10.156062126159668,-10.156062126159668,,,23,23,,,,,,,,,
-6.1545634269714355,88.35792541503906,10.152193069458008,-10.152193069458008,-6.1545634269714355,88.35792541503906,10.152193069458008,-10.152193069458008,,,24,24,,,,,,,,,
-6.1545634269714355,62.22724533081055,10.148345947265625,-10.148345947265625,-6.1545634269714355,62.22724914550781,10.148345947265625,-10.148345947265625,0.0,nan,25,25,,,,,,,,,
-6.1545634269714355,125.36048889160156,10.14452075958252,-10.14452075958252,-6.1545634269714355,125.36048889160156,10.14452075958252,-10.14452075958252,,,26,26,,,,,,,,,
-6.1545634269714355,67.37709045410156,10.140716552734375,-10.140716552734375,-6.1545634269714355,67.37709045410156,10.140716552734375,-10.140716552734375,,,27,27,,,,,,,,,
-6.1545634269714355,56.743621826171875,10.136934280395508,-10.136934280395508,-6.1545634269714355,56.743621826171875,10.136934280395508,-10.136934280395508,,,28,28,,,,,,,,,
-6.1545634269714355,81.20536804199219,10.133172988891602,-10.133172988891602,-6.1545634269714355,81.20536804199219,10.133172988891602,-10.133172988891602,,,29,29,,,,,,,,,
-6.1545634269714355,55.599212646484375,10.12943172454834,-10.12943172454834,-6.1545634269714355,55.599212646484375,10.12943172454834,-10.12943172454834,0.0,nan,30,30,,,,,,,,,
-6.1545634269714355,71.43020629882812,10.125711441040039,-10.125711441040039,-6.1545634269714355,71.43020629882812,10.125711441040039,-10.125711441040039,,,31,31,104.57038879394531,0.036727309226989746,-57.57505416870117,51.29876708984375,104.57038879394531,0.036727309226989746,-57.57505416870117,51.29876708984375,
-6.1545634269714355,62.22724533081055,10.122004508972168,-10.122004508972168,-6.1545634269714355,62.22724914550781,10.122004508972168,-10.122004508972168,,,32,32,,,,,,,,,
-6.1545634269714355,57.41119384765625,10.118316650390625,-10.118316650390625,-6.1545634269714355,57.41119384765625,10.118316650390625,-10.118316650390625,,,33,33,,,,,,,,,
-6.1545634269714355,54.645538330078125,10.114619255065918,-10.114619255065918,-6.1545634269714355,54.645538330078125,10.114619255065918,-10.114619255065918,,,34,34,,,,,,,,,
-6.1545634269714355,54.7885856628418,10.110910415649414,-10.110910415649414,-6.1545634269714355,54.78858947753906,10.110910415649414,-10.110910415649414,0.0,nan,35,35,,,,,,,,,
-6.1545634269714355,61.03515625,10.107184410095215,-10.107184410095215,-6.1545634269714355,61.03515625,10.107184410095215,-10.107184410095215,,,36,36,,,,,,,,,
-6.1545634269714355,55.599212646484375,10.103445053100586,-10.103445053100586,-6.1545634269714355,55.599212646484375,10.103445053100586,-10.103445053100586,,,37,37,,,,,,,,,
-6.1545634269714355,54.59785079956055,10.099690437316895,-10.099690437316895,-6.1545634269714355,54.59785461425781,10.099690437316895,-10.099690437316895,,,38,38,,,,,,,,,
-6.1545634269714355,58.55560302734375,10.095916748046875,-10.095916748046875,-6.1545634269714355,58.55560302734375,10.095916748046875,-10.095916748046875,,,39,39,,,,,,,,,
-6.1545634269714355,65.9942626953125,10.09212589263916,-10.09212589263916,-6.1545634269714355,65.9942626953125,10.09212589263916,-10.09212589263916,0.0,nan,40,40,,,,,,,,,
-6.1545634269714355,56.40983963012695,10.088314056396484,-10.088314056396484,-6.1545634269714355,56.40983581542969,10.088314056396484,-10.088314056396484,,,41,41,104.0458755493164,0.013863325119018555,-31.841440200805664,26.118648529052734,104.04586791992188,0.013863325119018555,-31.841440200805664,26.118648529052734,
-6.1545634269714355,55.8376350402832,10.084480285644531,-10.084480285644531,-6.1545634269714355,55.83763122558594,10.084480285644531,-10.084480285644531,,,42,42,,,,,,,,,
-6.1545634269714355,58.3648681640625,10.0806245803833,-10.0806245803833,-6.1545634269714355,58.3648681640625,10.0806245803833,-10.0806245803833,,,43,43,,,,,,,,,
-6.1545634269714355,54.7885856628418,10.076742172241211,-10.076742172241211,-6.1545634269714355,54.78858947753906,10.076742172241211,-10.076742172241211,,,44,44,,,,,,,,,
-6.1545634269714355,65.80352783203125,10.072834014892578,-10.072834014892578,-6.1545634269714355,65.80352783203125,10.072834014892578,-10.072834014892578,0.0,nan,45,45,,,,,,,,,
-6.1545634269714355,56.64825439453125,10.068894386291504,-10.068894386291504,-6.1545634269714355,56.64825439453125,10.068894386291504,-10.068894386291504,,,46,46,,,,,,,,,
-6.1545634269714355,55.599212646484375,10.064924240112305,-10.064924240112305,-6.1545634269714355,55.599212646484375,10.064924240112305,-10.064924240112305,,,47,47,,,,,,,,,
-6.1545634269714355,58.41254806518555,10.060920715332031,-10.060920715332031,-6.1545634269714355,58.41255187988281,10.060920715332031,-10.060920715332031,,,48,48,,,,,,,,,
,,5.294779300689697,-5.294779300689697,,,,,,,49,49,,,,,,,,,8.094310760498047
-6.1545634269714355,62.1795654296875,10.056882858276367,-10.056882858276367,-6.1545634269714355,62.1795654296875,10.056882858276367,-10.056882858276367,,,49,49,,,,,,,,,
-6.1545634269714355,56.64825439453125,10.052807807922363,-10.052807807922363,-6.1545634269714355,56.64825439453125,10.052807807922363,-10.052807807922363,0.0,nan,50,50,,,,,,,,,
-6.1545634269714355,57.26813888549805,10.048691749572754,-10.048691749572754,-6.1545634269714355,57.26814270019531,10.048691749572754,-10.048691749572754,,,51,51,98.60992431640625,0.1227332353591919,-58.509193420410156,51.81397247314453,98.60992431640625,0.1227332353591919,-58.509193420410156,51.81397247314453,
-6.1545634269714355,54.0256462097168,10.044536590576172,-10.044536590576172,-6.1545634269714355,54.02565002441406,10.044536590576172,-10.044536590576172,,,52,52,,,,,,,,,
-6.1545634269714355,54.645538330078125,10.040337562561035,-10.040337562561035,-6.1545634269714355,54.645538330078125,10.040337562561035,-10.040337562561035,,,53,53,,,,,,,,,
-6.1545634269714355,87.3565673828125,10.036091804504395,-10.036091804504395,-6.1545634269714355,87.3565673828125,10.036091804504395,-10.036091804504395,,,54,54,,,,,,,,,
-6.1545634269714355,85.59226989746094,10.03179931640625,-10.03179931640625,-6.1545634269714355,85.59226989746094,10.03179931640625,-10.03179931640625,0.0,nan,55,55,,,,,,,,,
-6.1545634269714355,67.56782531738281,10.027457237243652,-10.027457237243652,-6.1545634269714355,67.56782531738281,10.027457237243652,-10.027457237243652,,,56,56,,,,,,,,,
-6.1545634269714355,66.61415100097656,10.023061752319336,-10.023061752319336,-6.1545634269714355,66.61415100097656,10.023061752319336,-10.023061752319336,,,57,57,,,,,,,,,
