log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance
-6.820189476013184,76.62773132324219,7.840401649475098,-7.840401649475098,-6.820189476013184,76.62773132324219,7.840401649475098,-7.840401649475098,0.0,nan,0,0,,,,,,,,
-6.820189476013184,81.39610290527344,7.837772369384766,-7.837772369384766,-6.820189476013184,81.39610290527344,7.837772369384766,-7.837772369384766,,,1,1,173.9978790283203,0.04413938522338867,-20.479122161865234,11.89223861694336,173.9978790283203,0.04413938522338867,-20.479122161865234,11.89223861694336
-6.820189476013184,97.56088256835938,7.835203647613525,-7.835203647613525,-6.820189476013184,97.56088256835938,7.835203647613525,-7.835203647613525,,,2,2,,,,,,,,
-6.820189476013184,110.57853698730469,7.832699775695801,-7.832699775695801,-6.820189476013184,110.57853698730469,7.832699775695801,-7.832699775695801,,,3,3,,,,,,,,
-6.820189476013184,114.63165283203125,7.830248832702637,-7.830248832702637,-6.820189476013184,114.63165283203125,7.830248832702637,-7.830248832702637,,,4,4,,,,,,,,
-6.820189476013184,93.41239929199219,7.827841281890869,-7.827841281890869,-6.820189476013184,93.41239929199219,7.827841281890869,-7.827841281890869,0.0,nan,5,5,,,,,,,,
-6.820189476013184,82.7789306640625,7.825465202331543,-7.825465202331543,-6.820189476013184,82.7789306640625,7.825465202331543,-7.825465202331543,,,6,6,,,,,,,,
-6.820189476013184,110.57853698730469,7.823111534118652,-7.823111534118652,-6.820189476013184,110.57853698730469,7.823111534118652,-7.823111534118652,,,7,7,,,,,,,,
