log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward
-5.664149284362793,66.99562072753906,10.114774703979492,-10.114774703979492,-5.664149284362793,66.99562072753906,10.114774703979492,-10.114774703979492,0.0,nan,0,0,,,,,,,,,
-5.664149284362793,55.599212646484375,10.108709335327148,-10.108709335327148,-5.664149284362793,55.599212646484375,10.108709335327148,-10.108709335327148,,,1,1,100.18348693847656,0.04901480674743652,-50.99200439453125,45.77163314819336,100.18348693847656,0.04901480674743652,-50.99200439453125,45.77163314819336,
-5.664149284362793,67.37709045410156,10.102808952331543,-10.102808952331543,-5.664149284362793,67.37709045410156,10.102808952331543,-10.102808952331543,,,2,2,,,,,,,,,
-5.664149284362793,59.17548751831055,10.097058296203613,-10.097058296203613,-5.664149284362793,59.17549133300781,10.097058296203613,-10.097058296203613,,,3,3,,,,,,,,,
-5.664149284362793,58.6032829284668,10.091428756713867,-10.091428756713867,-5.664149284362793,58.60328674316406,10.091428756713867,-10.091428756713867,,,4,4,,,,,,,,,
-5.664149284362793,65.66047668457031,10.08588981628418,-10.08588981628418,-5.664149284362793,65.66047668457031,10.08588981628418,-10.08588981628418,0.0,nan,5,5,,,,,,,,,
-5.664149284362793,57.02972412109375,10.080418586730957,-10.080418586730957,-5.664149284362793,57.02972412109375,10.080418586730957,-10.080418586730957,,,6,6,,,,,,,,,
-5.664149284362793,57.6019287109375,10.074991226196289,-10.074991226196289,-5.664149284362793,57.6019287109375,10.074991226196289,-10.074991226196289,,,7,7,,,,,,,,,
-5.664149284362793,56.171417236328125,10.069594383239746,-10.069594383239746,-5.664149284362793,56.171417236328125,10.069594383239746,-10.069594383239746,,,8,8,,,,,,,,,
-5.664149284362793,66.61415100097656,10.06422233581543,-10.06422233581543,-5.664149284362793,66.61415100097656,10.06422233581543,-10.06422233581543,,,9,9,,,,,,,,,
-5.664149284362793,57.6019287109375,10.058862686157227,-10.058862686157227,-5.664149284362793,57.6019287109375,10.058862686157227,-10.058862686157227,0.0,nan,10,10,,,,,,,,,
-5.664149284362793,60.98747634887695,10.053509712219238,-10.053509712219238,-5.664149284362793,60.98747253417969,10.053509712219238,-10.053509712219238,,,11,11,99.61128234863281,0.022208571434020996,-79.2325439453125,73.95195007324219,99.61128234863281,0.022208571434020996,-79.2325439453125,73.95195007324219,
-5.664149284362793,66.56646728515625,10.0481538772583,-10.0481538772583,-5.664149284362793,66.56646728515625,10.0481538772583,-10.0481538772583,,,12,12,,,,,,,,,
-5.664149284362793,63.1809196472168,10.042791366577148,-10.042791366577148,-5.664149284362793,63.18092346191406,10.042791366577148,-10.042791366577148,,,13,13,,,,,,,,,
-5.664149284362793,74.005126953125,10.037422180175781,-10.037422180175781,-5.664149284362793,74.005126953125,10.037422180175781,-10.037422180175781,,,14,14,,,,,,,,,
-5.664149284362793,56.362152099609375,10.032045364379883,-10.032045364379883,-5.664149284362793,56.362152099609375,10.032045364379883,-10.032045364379883,0.0,nan,15,15,,,,,,,,,
-5.664149284362793,59.604644775390625,10.026666641235352,-10.026666641235352,-5.664149284362793,59.604644775390625,10.026666641235352,-10.026666641235352,,,16,16,,,,,,,,,
