log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step
-6.820189476013184,70.76263427734375,7.840401649475098,-7.840401649475098,-6.820189476013184,70.76263427734375,7.840401649475098,-7.840401649475098,0.0,nan,0,0
